crop,temperature,rainfall,N,P,K,ph,humidity,fertilizer_used,irrigation_used,yield_tons_per_ha
cassava,22.07,1452.17,85.6,107.0,74.0,7.855,36.17,0,1,4.471
wheat,27.44,345.98,111.7,10.2,166.2,3.673,70.49,0,0,1.519
cotton,24.69,1421.28,132.4,48.1,167.0,7.361,97.89,1,1,1.447
rice,28.35,870.33,100.1,136.3,187.5,9.649,35.05,0,0,1.336
cassava,22.49,1449.96,83.9,94.0,147.7,8.505,68.61,0,1,4.221
wheat,12.48,916.64,122.9,16.2,115.8,8.858,98.82,1,0,1.952
rice,19.56,700.39,87.7,25.5,42.8,9.086,36.04,0,1,2.286
soybeans,15.72,1056.33,84.4,30.8,59.6,6.158,74.13,1,1,1.277
cassava,36.52,787.67,90.0,60.2,98.6,9.391,94.04,1,0,4.016
rice,34.61,635.96,31.0,76.7,114.8,6.999,62.6,1,1,2.682
maize,13.16,1266.34,93.9,102.6,77.6,9.215,76.38,0,0,1.685
cotton,23.59,372.73,103.4,131.6,52.1,4.64,73.88,1,1,1.285
cotton,22.06,92.69,105.5,141.1,129.1,9.068,58.45,0,0,0.802
cassava,21.32,1007.27,46.2,127.8,26.5,3.747,31.93,0,0,3.575
maize,39.85,133.78,97.3,142.7,52.8,4.425,24.44,0,0,1.625
rice,35.11,1493.45,3.2,20.8,126.9,8.834,38.53,0,1,0.996
cotton,26.87,1154.19,121.3,89.4,168.2,5.53,33.66,1,1,1.465
soybeans,21.63,885.53,116.4,31.4,161.9,7.375,90.83,0,0,0.669
maize,33.95,992.45,98.3,116.4,183.0,5.697,46.3,0,1,2.43
cotton,10.62,1185.73,11.2,24.7,120.0,7.423,73.07,0,1,0.851
cassava,39.35,733.27,22.8,33.3,182.9,9.426,66.28,1,1,4.107
cassava,10.91,80.11,55.4,136.7,179.3,6.824,62.61,0,0,7.04
rice,13.81,669.94,22.5,103.0,156.8,4.188,57.53,1,1,1.994
cotton,39.42,958.74,123.4,51.1,86.4,9.391,79.09,1,1,1.442
rice,18.24,841.84,30.0,71.6,68.6,5.234,97.16,0,1,1.321
soybeans,14.47,1438.84,56.6,127.5,42.9,7.061,16.06,1,1,1.195
cassava,26.04,1055.9,125.5,25.6,50.9,4.198,26.01,1,0,3.629
soybeans,37.27,361.78,28.6,30.4,7.8,8.517,89.25,1,0,1.662
maize,11.36,593.19,87.6,75.4,176.3,7.782,28.01,0,1,2.558
cassava,36.44,1136.95,106.1,96.3,106.4,4.475,42.35,0,1,3.601
wheat,27.75,1064.7,91.6,103.9,146.3,9.771,43.8,1,0,1.622
soybeans,24.18,500.52,121.9,28.9,75.5,8.532,16.62,1,1,0.798
maize,36.63,558.83,16.4,25.0,157.3,7.518,22.7,0,1,2.182
cassava,32.86,810.55,1.8,108.1,151.4,4.573,96.27,0,0,2.849
cotton,21.82,1203.58,5.2,98.5,135.0,9.616,75.35,1,1,0.917
wheat,19.94,1017.87,131.3,96.3,36.7,7.268,60.6,1,0,2.131
cassava,28.17,401.87,73.6,37.7,166.6,6.015,85.7,0,1,7.247
cotton,21.01,114.36,51.7,74.8,47.3,4.625,57.72,1,0,1.014
cassava,37.81,85.43,138.4,104.4,109.1,6.032,58.59,0,1,7.819
rice,39.24,1271.68,70.1,142.4,24.5,5.47,68.89,0,1,1.448
soybeans,10.75,1189.38,45.0,10.2,188.6,4.408,61.45,0,0,0.9
maize,33.1,362.94,87.2,16.9,15.3,6.954,60.49,1,1,2.816
maize,28.46,168.28,12.3,29.1,108.6,4.891,38.36,1,1,2.069
cotton,39.82,120.34,97.5,122.8,134.7,7.203,74.85,1,0,0.938
wheat,39.92,638.56,29.7,93.0,53.9,6.712,55.5,1,1,1.788
maize,12.56,1460.07,72.5,91.0,52.3,6.643,50.91,0,0,1.846
soybeans,21.63,938.95,7.8,75.9,179.2,4.887,50.67,1,0,1.338
soybeans,29.33,79.49,101.4,10.0,204.5,9.172,39.57,0,0,0.642
cotton,22.42,534.04,78.1,53.4,88.3,8.684,27.94,1,1,1.263
soybeans,12.96,150.91,21.5,112.0,149.8,7.173,54.27,1,1,1.683
soybeans,23.38,497.48,85.0,30.9,130.4,4.63,19.49,0,0,1.128
maize,38.83,614.75,54.0,52.7,113.3,4.502,61.62,1,1,2.384
rice,11.0,890.7,23.3,104.7,40.2,5.03,56.52,1,0,1.086
rice,15.07,1467.31,119.5,74.8,125.6,4.977,60.77,1,1,1.655
cotton,37.46,64.06,88.3,71.5,74.4,7.579,18.53,1,0,0.986
soybeans,21.84,310.77,39.9,68.7,63.1,5.018,77.29,0,1,1.617
soybeans,26.02,366.49,23.0,38.2,105.5,5.263,95.49,1,0,1.748
rice,20.91,364.38,93.7,140.9,40.1,7.381,50.48,1,0,3.687
rice,29.91,214.41,100.9,75.0,183.8,9.479,18.74,1,0,3.816
wheat,37.22,311.66,5.7,87.3,74.2,6.137,24.24,1,1,1.412
cassava,12.3,1443.79,34.4,6.3,91.8,5.833,60.36,1,1,3.655
maize,15.31,178.62,16.9,69.5,46.3,5.868,57.29,1,0,1.715
rice,21.51,665.34,100.1,89.5,64.8,6.17,32.72,1,0,2.552
soybeans,39.67,1021.88,64.9,90.9,59.5,5.282,23.77,0,0,1.129
cotton,19.82,1050.88,8.5,125.0,168.3,9.906,94.54,0,0,0.781
rice,22.57,1175.0,47.4,83.9,46.0,8.323,18.5,1,0,1.297
soybeans,27.01,1354.04,135.8,93.8,157.8,4.045,27.82,1,0,0.633
soybeans,12.93,108.35,105.5,64.5,204.1,4.132,87.58,1,1,0.703
wheat,27.77,397.27,0.0,117.4,169.5,8.034,20.59,1,1,1.769
wheat,37.79,606.73,98.4,139.5,35.5,9.108,50.18,1,0,1.976
cassava,38.26,682.11,138.0,13.0,148.6,7.277,57.05,1,0,3.224
rice,10.65,751.21,70.1,50.0,31.4,5.947,71.81,1,1,1.957
wheat,32.95,163.93,82.6,82.0,127.0,8.022,92.96,1,0,1.668
soybeans,26.53,259.75,85.6,135.7,44.1,8.47,16.02,0,0,0.973
rice,18.71,834.72,3.3,16.2,88.6,9.629,76.05,0,1,1.173
wheat,11.73,230.96,62.8,34.6,62.4,7.711,44.83,1,0,1.883
soybeans,15.47,939.51,57.7,96.5,204.0,9.596,14.37,1,0,1.22
cotton,27.16,1426.11,62.2,66.0,105.0,8.033,45.61,1,0,1.394
wheat,27.3,469.66,29.1,112.0,192.1,3.843,25.45,1,1,1.648
cotton,25.7,1008.57,104.9,39.4,69.4,5.504,45.2,1,1,1.273
cotton,27.51,580.7,91.4,47.8,52.7,6.673,32.59,1,1,1.473
cotton,28.8,781.34,135.4,101.9,55.3,9.413,39.29,0,0,0.992
soybeans,13.63,1303.76,69.1,85.1,118.9,6.168,30.56,1,0,1.112
cotton,34.1,687.26,20.6,19.0,64.6,8.687,45.34,0,0,0.911
rice,34.18,164.91,26.8,59.1,102.0,5.807,41.58,1,1,3.528
wheat,37.79,1055.55,94.0,70.4,80.3,7.112,24.37,1,0,1.496
soybeans,28.83,516.68,34.5,6.3,52.1,4.395,66.65,0,1,1.581
rice,28.64,1177.92,70.1,55.1,60.5,7.678,73.58,1,0,1.518
cassava,29.54,825.61,64.3,132.1,38.6,3.563,20.31,0,0,3.008
cotton,28.34,204.77,78.5,15.3,114.0,7.093,89.2,1,0,1.236
cotton,11.29,277.0,89.8,60.9,170.1,3.968,30.89,0,1,0.768
rice,20.29,1482.78,67.9,30.1,183.2,6.492,75.03,1,0,1.516
maize,20.87,891.85,88.5,6.8,137.7,4.657,96.65,0,0,2.243
wheat,33.89,862.37,26.3,73.2,189.3,7.512,76.05,0,0,1.276
soybeans,20.39,1172.88,36.7,51.0,26.6,9.578,39.03,1,0,1.456
cotton,13.79,721.69,102.3,121.7,114.3,6.586,47.05,0,0,1.026
rice,36.29,482.07,1.7,47.1,120.6,5.944,60.0,1,1,2.473
soybeans,21.42,1165.6,99.0,10.6,114.3,4.074,99.64,1,0,0.924
cassava,38.99,576.35,8.7,130.7,12.6,9.693,71.15,1,0,2.99
wheat,38.63,384.33,0.8,88.8,106.6,6.605,19.32,1,0,1.242
soybeans,20.48,1386.5,130.6,38.9,164.6,6.315,92.91,1,1,0.564
maize,31.27,204.97,79.4,40.9,197.6,6.643,83.32,1,0,2.419
wheat,20.97,1020.8,97.6,134.4,181.4,5.374,53.14,1,1,1.923
rice,14.51,105.96,123.0,49.1,30.8,6.545,65.45,0,0,2.709
maize,39.88,1246.85,118.3,39.9,120.3,3.937,22.16,1,0,1.903
maize,33.17,338.14,0.8,119.2,146.4,8.239,80.33,0,0,1.279
rice,19.87,787.05,3.4,48.8,169.0,7.101,52.75,0,0,1.193
rice,13.52,1189.22,94.3,21.1,144.0,6.37,95.27,0,1,1.442
rice,38.37,642.94,92.7,70.1,131.1,6.422,30.22,1,1,2.961
rice,34.29,1058.73,107.2,66.8,148.3,6.012,32.17,1,1,1.579
maize,17.41,1296.49,23.6,124.6,7.6,6.827,80.17,1,1,1.851
maize,26.35,1477.77,131.2,11.0,38.0,4.356,76.43,1,0,2.006
maize,13.98,1299.92,129.2,73.2,126.3,8.471,29.04,1,0,1.887
cassava,10.78,869.81,13.5,121.8,155.5,6.493,50.91,1,0,3.47
maize,29.87,1140.15,113.7,137.4,67.6,9.08,25.33,1,1,2.582
maize,15.76,1016.69,87.3,89.3,103.0,6.936,42.76,1,0,2.37
cotton,38.27,933.64,109.6,99.2,104.5,8.17,84.87,0,0,1.102
soybeans,16.27,494.82,66.5,67.9,146.7,7.552,69.42,1,0,1.457
soybeans,32.59,1003.78,81.4,79.2,173.7,5.027,52.05,0,1,1.003
cotton,21.4,1157.0,99.9,97.8,6.3,4.424,33.2,0,0,1.004
soybeans,26.36,263.55,63.4,128.4,89.2,8.957,64.76,0,1,1.434
wheat,29.84,568.66,54.3,45.1,146.1,5.835,30.4,0,1,1.862
cassava,26.18,1289.15,11.4,123.1,63.7,7.757,17.45,1,1,3.599
soybeans,34.84,1024.38,135.9,40.7,102.2,6.758,34.57,1,0,0.705
cassava,33.07,557.96,52.1,106.4,105.0,7.209,75.31,1,0,5.468
soybeans,24.74,1315.08,99.7,86.2,22.8,8.011,28.31,1,0,0.689
cassava,12.29,1385.11,136.3,89.8,101.2,8.319,42.24,1,1,3.321
cassava,30.46,969.09,59.8,130.9,108.9,6.788,19.35,1,0,5.115
soybeans,23.81,871.38,20.9,70.7,171.2,3.601,37.47,0,0,1.567
rice,14.4,281.52,110.6,91.3,14.0,7.547,40.57,0,1,3.228
wheat,36.98,569.8,67.3,131.6,165.4,5.082,41.93,0,1,1.516
cotton,14.92,1277.62,18.5,9.9,84.0,9.866,23.49,0,1,0.797
cotton,31.64,678.36,111.1,97.6,87.1,6.776,97.18,1,1,1.228
cotton,14.25,706.75,3.1,67.3,202.7,7.856,79.34,0,0,0.782
maize,29.86,1231.66,108.9,111.5,42.5,4.075,74.11,0,0,2.003
cassava,29.08,1421.98,29.0,143.5,171.2,7.328,70.96,1,0,3.409
maize,10.42,991.6,93.6,116.8,191.6,3.631,27.23,1,0,2.337
cassava,22.88,984.49,131.2,20.1,24.9,9.043,57.55,1,0,3.091
cotton,30.42,642.23,78.4,63.2,182.7,6.636,84.82,1,1,1.565
wheat,15.58,757.59,109.6,120.8,177.8,7.202,88.56,1,1,2.321
rice,21.64,188.75,128.0,17.7,134.6,6.186,48.88,1,0,4.101
cotton,37.89,1089.9,81.0,37.2,8.1,8.015,33.87,1,0,1.52
cotton,11.7,933.4,77.6,96.7,184.1,9.027,98.34,1,1,1.108
soybeans,22.0,573.17,115.7,68.3,109.7,9.886,19.16,1,1,0.886
soybeans,39.57,1329.47,133.9,53.0,26.1,4.724,57.04,1,0,0.462
cotton,17.08,435.22,139.2,38.0,52.8,7.964,87.9,0,1,0.853
soybeans,34.26,1384.39,59.8,56.1,165.4,6.942,72.86,1,0,1.273
wheat,17.97,1189.51,134.0,131.2,28.0,5.902,45.33,0,0,1.366
maize,12.98,402.6,101.1,124.8,171.0,6.082,71.46,0,0,1.825
soybeans,28.85,1114.46,86.9,140.7,44.5,9.682,60.3,1,0,0.872
wheat,26.83,142.53,97.1,13.5,168.5,3.78,25.82,0,1,1.499
soybeans,11.74,813.45,75.5,125.5,24.5,5.063,48.96,1,1,1.339
rice,35.16,999.42,32.0,43.4,68.0,4.259,37.49,0,0,1.049
rice,19.4,477.91,102.7,127.0,43.5,4.135,91.21,0,1,2.948
cassava,32.41,385.43,46.8,10.0,171.3,9.022,68.41,0,0,7.03
maize,31.12,358.8,19.1,7.0,75.1,7.334,47.73,1,1,2.212
cotton,34.62,974.61,91.6,16.9,195.0,4.195,62.44,0,0,1.17
soybeans,37.8,96.71,64.8,48.9,138.0,8.958,44.99,1,1,1.153
cassava,37.38,1109.27,116.0,109.4,131.1,6.275,91.58,1,0,4.187
wheat,15.77,662.74,87.5,127.2,96.2,8.755,81.34,1,1,2.438
cotton,23.27,1213.69,129.8,141.4,184.7,5.563,96.78,1,1,1.412
cassava,14.7,834.18,13.8,49.6,110.5,9.653,47.65,0,0,2.488
soybeans,36.92,247.45,35.1,81.0,164.8,3.736,98.63,1,0,1.453
maize,25.22,59.26,40.2,91.4,201.2,7.607,36.34,1,1,1.989
wheat,14.97,779.82,91.3,11.3,63.3,8.761,58.74,0,0,1.618
rice,26.6,96.19,65.7,134.4,84.5,7.562,81.06,1,1,4.212
rice,32.69,737.53,31.6,91.3,13.1,5.62,54.3,0,1,1.691
wheat,28.7,632.7,117.3,72.5,185.2,6.814,70.79,1,0,2.53
soybeans,29.01,1326.19,124.3,139.1,178.5,3.514,46.7,1,0,0.52
soybeans,12.87,605.23,132.2,87.5,73.9,7.567,92.3,0,1,0.733
soybeans,33.28,1092.94,17.7,11.8,180.6,4.019,26.76,0,1,1.41
rice,20.0,763.3,80.2,38.4,163.8,6.662,42.73,0,0,2.054
rice,17.73,1333.14,80.8,36.0,58.8,8.72,17.8,1,0,1.388
maize,29.8,1234.97,77.7,79.2,53.4,4.105,91.16,1,1,2.501
soybeans,31.76,149.11,133.7,32.0,181.5,8.762,97.24,1,1,0.601
soybeans,22.44,229.94,58.8,32.2,88.1,5.998,77.5,1,1,1.633
cotton,19.87,734.08,39.1,5.8,48.1,8.05,80.3,0,0,1.046
maize,13.08,795.09,71.2,56.7,191.6,8.879,73.96,1,0,2.438
wheat,16.86,1336.84,90.6,83.5,106.3,7.726,78.92,1,1,1.782
maize,17.38,569.3,138.5,100.8,194.8,4.427,46.86,1,0,2.229
soybeans,29.32,938.64,100.7,95.0,108.9,7.932,52.66,0,0,0.985
cassava,20.4,1011.76,67.5,108.4,197.2,4.258,75.02,0,0,3.204
rice,25.3,717.84,126.1,135.2,81.7,6.696,91.08,1,0,2.091
maize,28.35,658.42,34.7,54.8,156.6,3.594,23.98,0,0,2.081
soybeans,30.91,1493.5,1.9,54.7,61.2,5.205,33.14,1,0,0.972
rice,24.08,583.18,14.1,48.3,137.7,7.828,38.62,1,0,2.068
rice,32.83,1479.74,25.3,112.2,72.8,4.642,50.24,1,0,1.1
cassava,36.08,732.5,136.2,15.6,5.7,5.974,65.69,1,0,3.582
cotton,19.06,589.13,23.1,34.3,136.4,6.82,33.88,1,0,0.982
maize,32.2,1381.21,39.2,125.2,63.4,9.42,78.84,1,0,1.788
rice,35.02,852.62,86.3,71.4,83.3,9.451,24.8,1,0,1.585
soybeans,39.8,240.78,6.9,102.2,171.4,9.001,72.35,1,1,1.25
wheat,19.4,357.95,17.6,57.9,113.2,3.973,65.93,1,1,1.661
cotton,36.55,550.55,52.4,125.5,108.1,6.98,88.03,1,1,1.187
maize,30.77,432.89,131.5,94.1,69.9,5.252,30.42,1,0,2.269
rice,36.24,1119.28,35.4,14.4,58.6,9.429,68.45,1,0,1.326
soybeans,29.28,714.12,121.1,134.6,9.8,3.835,96.45,0,1,0.73
cassava,37.18,571.76,8.8,89.1,30.0,8.678,69.19,1,1,3.821
soybeans,35.87,1288.69,3.1,90.3,78.6,6.202,85.56,0,1,1.084
wheat,28.67,659.15,122.7,78.3,12.2,4.95,52.76,1,0,1.78
maize,38.14,173.4,54.0,14.9,47.2,4.991,54.34,0,0,1.636
cassava,30.56,824.3,33.2,109.1,99.7,5.416,82.97,1,1,4.969
maize,31.54,1435.51,2.6,32.4,6.5,7.709,91.23,0,1,1.484
cotton,33.17,419.88,26.9,57.9,83.5,9.182,67.19,1,1,1.019
cotton,18.42,649.76,100.0,126.9,41.5,7.962,44.32,1,0,1.244
soybeans,27.69,1165.32,60.0,111.2,79.4,5.087,76.7,1,1,1.505
rice,29.92,668.56,124.5,123.3,110.1,7.995,89.97,1,0,2.113
rice,25.96,183.18,62.3,144.9,172.0,9.307,84.8,0,0,2.928
soybeans,11.57,1425.55,89.8,127.8,140.2,5.82,58.09,1,1,0.888
cotton,11.12,393.74,109.1,89.8,46.2,5.173,84.24,0,0,0.864
cassava,36.76,583.98,101.4,16.6,123.2,6.632,98.1,1,0,4.059
maize,39.74,236.17,14.6,106.4,120.7,5.282,20.83,0,1,1.67
rice,23.47,918.57,10.0,36.7,191.3,9.405,81.19,0,0,0.83
rice,25.8,132.79,15.5,35.7,97.9,6.316,82.77,1,0,2.877
soybeans,28.57,258.35,73.1,6.0,68.3,7.902,55.63,1,1,1.386
cotton,11.74,753.52,134.1,64.8,76.3,9.987,59.75,0,0,0.853
wheat,31.21,517.18,118.2,79.9,193.7,4.012,58.23,1,1,1.934
maize,17.95,80.37,11.5,140.5,64.1,8.5,67.72,0,0,1.289
wheat,20.93,298.78,83.1,114.0,67.5,3.668,32.43,1,1,2.036
cassava,39.9,1213.66,116.1,138.2,35.2,6.735,63.93,0,1,3.9
cassava,17.47,1411.84,113.3,119.9,44.0,4.431,16.24,0,1,3.51
wheat,27.65,746.18,80.0,83.3,66.4,4.133,91.12,1,1,1.949
soybeans,35.65,416.39,45.8,80.2,47.3,8.773,80.53,0,0,1.339
maize,38.08,1059.24,79.8,18.6,128.0,9.935,26.05,1,1,2.452
wheat,27.95,237.81,101.1,89.0,106.4,8.006,52.19,1,0,2.008
wheat,19.64,844.14,108.3,60.4,194.0,8.878,98.69,1,1,2.107
cotton,37.09,792.4,126.8,61.6,51.1,5.012,70.96,1,1,1.319
cotton,29.38,966.29,15.5,69.7,188.1,4.833,53.65,1,1,1.116
rice,38.28,1236.08,82.3,40.3,45.7,5.713,54.98,0,1,1.674
wheat,19.64,949.87,117.7,107.2,97.6,9.41,40.03,1,0,1.832
rice,27.86,1314.7,6.7,59.0,36.6,8.02,23.09,1,0,1.112
wheat,10.91,987.55,88.9,25.2,74.8,7.308,25.94,1,0,2.045
cassava,22.19,95.53,51.9,29.2,55.4,9.204,51.5,0,1,9.17
maize,23.75,1101.26,80.4,98.4,160.4,9.104,40.99,1,1,2.31
wheat,33.97,1461.07,25.4,130.3,116.4,9.584,29.14,1,0,0.984
wheat,25.03,1446.03,2.9,32.9,94.7,7.65,32.25,1,1,1.184
cotton,31.59,859.26,31.3,136.9,144.3,5.039,41.72,1,1,1.342
cassava,12.79,950.63,38.5,7.5,115.5,7.26,50.68,0,1,3.407
maize,33.62,494.33,5.6,87.4,84.5,9.83,60.8,0,1,1.678
cassava,35.31,912.5,109.8,109.9,119.3,5.529,78.14,0,1,3.579
cotton,30.78,409.09,25.9,37.3,57.7,4.996,70.63,0,0,0.827
wheat,36.5,1027.53,51.8,31.7,168.3,7.421,45.0,1,1,1.636
cotton,32.29,777.09,114.0,109.3,9.1,7.597,51.55,1,1,1.57
maize,36.79,140.56,123.7,67.8,107.1,7.573,93.67,0,0,1.737
cotton,13.67,837.08,110.7,33.2,102.0,7.448,27.78,1,0,1.181
cassava,37.49,612.51,70.5,51.0,137.6,9.968,16.19,1,0,3.593
rice,29.61,1172.21,113.9,74.1,46.1,8.292,74.18,0,1,1.441
cassava,28.31,296.49,126.7,33.1,202.9,3.548,36.66,0,0,5.842
wheat,21.65,1106.53,57.5,75.3,172.3,4.042,59.61,0,0,1.383
maize,25.45,283.98,11.7,7.7,38.1,9.291,34.77,0,0,1.472
soybeans,35.64,1411.87,81.2,38.2,84.7,8.429,69.98,0,0,0.836
wheat,39.48,884.95,136.3,8.8,150.6,8.808,18.57,1,1,1.789
cotton,13.16,442.71,9.4,6.2,36.7,9.223,34.63,1,1,0.886
soybeans,27.2,1476.58,40.7,116.2,103.1,3.759,79.62,0,1,1.076
rice,19.93,441.2,71.6,66.6,107.5,7.873,47.29,0,0,3.084
soybeans,33.2,1266.38,51.4,111.5,102.1,4.807,24.7,0,0,0.978
rice,38.16,1217.39,119.1,82.1,170.2,5.473,48.27,0,0,1.218
cassava,32.01,1403.67,29.3,144.2,159.7,8.223,45.05,1,1,4.934
rice,21.26,771.75,48.0,38.9,84.7,3.625,80.43,0,0,1.385
maize,30.76,714.0,31.7,91.0,55.6,7.255,44.89,1,1,2.102
rice,20.85,825.46,139.5,71.4,168.2,6.308,82.49,1,1,2.109
cassava,28.46,151.92,132.7,85.3,106.6,8.956,88.46,1,1,7.871
cassava,19.83,630.95,98.8,84.2,190.1,3.665,74.9,0,0,3.565
soybeans,31.39,446.58,17.0,82.8,70.4,6.376,69.64,1,1,2.426
rice,18.85,72.13,30.8,44.5,93.7,4.612,89.1,1,0,2.864
rice,32.72,379.15,31.0,27.6,79.4,9.006,85.2,0,1,2.445
wheat,34.78,994.72,23.7,115.4,105.8,6.833,45.14,1,0,1.366
wheat,35.23,659.63,121.5,78.6,99.1,8.17,32.39,1,0,1.798
cassava,22.82,1460.43,78.4,40.6,51.0,7.474,58.96,0,1,4.982
wheat,10.82,1000.28,84.4,8.8,29.5,7.301,92.42,1,0,1.7
cotton,20.75,1363.05,79.4,35.4,29.6,6.868,61.1,0,1,1.276
cotton,21.87,850.51,41.0,142.8,63.3,6.366,22.88,0,0,1.178
rice,25.93,124.94,22.2,118.8,31.5,5.017,52.99,1,1,2.96
cassava,13.44,924.76,52.6,54.4,170.4,3.562,82.62,1,1,3.707
soybeans,15.78,488.63,18.4,58.6,45.7,7.686,99.53,0,1,1.873
rice,37.25,201.5,100.8,101.2,24.2,9.497,62.89,0,1,3.595
cassava,17.91,1153.4,74.4,14.5,78.7,9.252,78.95,0,1,4.161
soybeans,15.67,1150.53,12.7,77.1,17.8,5.817,65.69,1,0,1.217
cotton,12.79,489.2,69.7,30.9,98.3,8.936,89.05,0,0,0.948
wheat,14.37,747.44,104.4,72.9,77.2,6.587,86.99,1,1,2.295
soybeans,34.58,239.51,24.3,52.7,86.7,5.767,79.67,0,0,1.429
cotton,12.02,718.29,6.5,46.2,122.4,5.513,72.94,1,0,0.864
soybeans,24.75,299.09,39.0,27.2,44.1,9.824,27.17,0,1,1.842
cassava,38.4,154.03,68.1,88.6,54.5,8.514,67.91,0,1,8.861
soybeans,25.8,1393.73,4.4,113.3,15.4,3.748,50.96,0,1,1.121
cassava,35.86,529.74,36.3,109.1,77.0,9.005,42.2,1,0,4.483
cotton,31.77,782.53,83.0,111.5,126.5,7.501,81.87,1,0,1.556
cotton,35.13,455.48,7.5,22.6,126.8,7.446,36.38,1,1,0.988
wheat,26.96,164.3,70.1,104.9,15.6,8.442,63.57,1,0,1.699
maize,15.02,201.62,89.1,103.9,11.3,9.585,18.47,1,1,2.204
cotton,11.98,990.52,135.1,82.3,106.4,5.569,36.08,0,0,0.891
cotton,27.59,417.63,114.5,12.7,144.8,6.354,76.89,1,1,1.158
rice,34.34,372.84,100.4,137.1,110.6,7.01,53.65,0,0,3.124
cotton,30.25,975.61,53.3,6.0,55.5,7.617,20.22,0,1,1.196
soybeans,32.12,235.8,71.7,44.1,37.2,6.271,25.27,1,0,1.458
soybeans,35.76,233.49,79.2,24.9,146.0,9.383,51.38,1,1,1.07
maize,25.32,941.94,127.5,76.4,105.3,3.827,17.0,1,0,2.185
soybeans,35.37,1371.29,114.9,22.9,204.6,5.181,76.28,1,0,0.58
soybeans,23.91,200.14,64.1,57.6,120.5,6.351,15.49,1,1,1.581
rice,26.52,1234.35,134.3,116.0,125.8,6.707,17.45,1,0,1.495
rice,19.48,665.51,43.3,44.3,199.4,4.497,77.07,0,1,2.009
wheat,29.6,857.88,9.0,92.0,167.8,9.951,16.55,1,0,1.289
cotton,32.38,244.42,44.0,21.6,96.0,7.088,32.16,0,1,1.03
wheat,11.57,744.09,103.6,76.9,19.4,6.361,74.97,0,0,1.577
rice,19.59,293.05,36.8,10.0,145.9,6.699,22.1,0,0,2.729
soybeans,28.1,1019.91,91.7,67.4,74.3,8.934,79.23,0,0,0.931
wheat,20.08,773.17,98.3,113.1,83.5,7.81,75.98,0,0,1.657
cassava,12.37,901.66,4.4,19.9,115.0,7.344,16.49,1,1,2.84
maize,16.06,1026.48,135.8,18.1,139.5,6.384,88.66,0,1,2.268
maize,15.56,164.51,33.5,116.2,11.9,7.288,99.61,1,1,1.956
cotton,23.83,1354.62,30.8,108.8,36.8,7.502,88.87,1,1,1.455
maize,14.88,913.06,21.1,140.5,94.3,6.76,35.21,1,1,2.322
wheat,18.48,904.02,20.1,61.6,11.6,4.908,20.44,0,1,1.6
maize,28.72,446.78,68.3,16.5,96.9,5.492,84.72,0,0,2.28
cotton,16.37,1120.72,132.8,6.9,93.1,7.711,74.35,0,1,0.972
maize,15.86,1097.56,39.3,8.4,134.1,4.651,94.88,1,1,2.079
rice,39.68,106.97,91.7,67.0,194.8,5.099,59.76,1,1,3.743
wheat,34.56,651.68,63.6,121.2,40.5,4.932,41.07,1,0,1.959
maize,37.89,1221.77,88.7,127.0,165.7,4.713,90.76,1,1,2.257
cotton,34.95,1488.08,87.2,114.1,113.6,5.184,44.51,1,0,1.099
cassava,38.62,453.92,62.1,130.8,140.5,7.517,74.68,1,1,7.901
rice,21.55,633.33,109.7,139.8,30.3,6.234,55.36,0,0,2.11
wheat,23.68,480.85,21.0,45.8,121.0,8.869,45.26,0,0,1.635
maize,10.94,430.28,83.3,12.2,104.3,7.379,42.74,1,0,2.375
maize,33.69,1005.13,69.7,82.8,148.8,4.985,99.68,1,1,2.48
cassava,26.46,440.46,139.9,87.6,141.2,7.936,86.69,0,0,5.034
cotton,13.76,1264.95,15.9,76.9,109.2,9.816,70.33,0,0,0.718
cassava,39.72,874.44,108.5,125.3,145.2,3.787,27.56,0,0,2.891
wheat,25.82,850.8,12.5,97.6,131.9,8.502,21.8,0,1,1.499
cassava,36.7,300.81,129.2,78.2,148.1,4.217,37.14,1,0,6.777
cassava,18.74,1454.82,44.7,18.1,146.5,8.271,38.55,0,0,3.735
rice,36.62,1346.2,47.0,91.1,190.4,9.753,57.77,1,0,1.065
cassava,15.65,146.53,26.4,62.5,28.6,4.584,52.34,0,0,7.532
soybeans,25.77,182.31,61.1,86.5,109.4,5.651,60.65,1,0,1.339
rice,16.65,440.76,34.0,143.8,44.5,7.241,93.57,0,1,2.692
soybeans,38.21,475.83,58.2,115.2,114.2,7.056,18.59,0,0,1.462
maize,38.23,230.3,122.5,140.9,40.4,8.193,17.46,1,1,2.459
rice,29.89,545.48,95.7,7.8,152.1,6.666,83.93,1,1,3.348
wheat,39.97,1172.31,67.8,6.4,144.5,6.031,68.44,1,0,1.353
maize,26.4,1332.49,77.6,79.8,44.1,4.58,92.82,0,0,1.737
cotton,13.18,371.95,70.5,121.3,34.5,7.06,75.17,1,1,1.068
cotton,13.21,685.3,18.4,143.3,71.6,7.305,81.03,1,1,1.058
cassava,26.96,377.63,128.5,31.8,164.0,9.783,76.53,1,1,6.339
cotton,27.63,888.34,76.1,52.4,146.3,8.872,43.78,0,0,1.151
soybeans,14.41,1159.88,104.2,131.5,6.7,4.908,85.14,1,1,0.71
soybeans,29.79,519.19,47.8,97.7,98.4,8.778,27.41,1,0,1.881
cassava,19.74,644.63,113.1,112.8,49.6,7.505,34.94,1,1,4.138
